order_id,predict_roomid,probability
ORDER_13148028,ROOM_84115011,0.108333
ORDER_13148028,ROOM_8411505,0.108333
ORDER_13148028,ROOM_8411425,0.108333
ORDER_13148028,ROOM_84113615,0.108333
ORDER_13148028,ROOM_8411365,0.108333
ORDER_13148028,ROOM_84113611,0.108333
ORDER_13148028,ROOM_84113613,0.108333
ORDER_13148028,ROOM_8411357,0.108333
ORDER_13148028,ROOM_84113417,0.108333
ORDER_13148028,ROOM_8411343,0.108333
ORDER_13148028,ROOM_84113117,0.108333
ORDER_13148028,ROOM_84117311,0.108333
ORDER_13148028,ROOM_8411713,0.108333
ORDER_13148028,ROOM_84113015,0.108333
ORDER_13148028,ROOM_8411287,0.108333
ORDER_13148028,ROOM_84116111,0.108333
ORDER_13148028,ROOM_8411787,0.108333
ORDER_13148028,ROOM_84115213,0.108333
ORDER_13148028,ROOM_8411727,0.108333
ORDER_13148028,ROOM_84116611,0.108333
ORDER_13148028,ROOM_8411645,0.385312
ORDER_13148028,ROOM_8411595,0.108333
ORDER_13148028,ROOM_8411545,0.108333
ORDER_13148028,ROOM_8411379,0.108333
ORDER_13148028,ROOM_8411519,0.108333
ORDER_13147746,ROOM_23774395,0.108333
ORDER_13147746,ROOM_23776009,0.111452
ORDER_13147746,ROOM_23775979,0.108333
ORDER_13147746,ROOM_237757613,0.108333
ORDER_13147746,ROOM_23776343,0.108333
ORDER_13147746,ROOM_23775487,0.108333
ORDER_13147746,ROOM_23775767,0.108333
ORDER_13147746,ROOM_237760013,0.111452
ORDER_13147746,ROOM_23776833,0.108333
ORDER_13147746,ROOM_237754019,0.108333
ORDER_13147746,ROOM_237754713,0.108333
ORDER_13147746,ROOM_237757611,0.108333
ORDER_13147746,ROOM_23776889,0.108333
ORDER_13147746,ROOM_237760011,0.111452
ORDER_13147746,ROOM_23775553,0.108333
ORDER_13147746,ROOM_23776545,0.108333
ORDER_13147746,ROOM_237768813,0.108333
ORDER_13147746,ROOM_23776725,0.108333
ORDER_13147746,ROOM_237754711,0.108333
ORDER_13147746,ROOM_23774433,0.108333
ORDER_13147746,ROOM_23775107,0.108333
ORDER_13147746,ROOM_23776075,0.23375
ORDER_13147746,ROOM_23774779,0.108333
ORDER_13147746,ROOM_23775809,0.108333
ORDER_13147746,ROOM_23775009,0.108333
ORDER_13147746,ROOM_23776047,0.119316
ORDER_13147746,ROOM_23776553,0.108333
ORDER_13147746,ROOM_23775175,0.108333
ORDER_13147746,ROOM_23776855,0.108333
ORDER_13147746,ROOM_23776273,0.119316
ORDER_13147746,ROOM_237749815,0.108333
ORDER_13147746,ROOM_237749817,0.108333
ORDER_13147746,ROOM_23776787,0.108333
ORDER_13147746,ROOM_23775985,0.108333
ORDER_13147746,ROOM_23775837,0.108333
ORDER_13147746,ROOM_23775775,0.108333
ORDER_13147746,ROOM_23776867,0.108333
ORDER_13147746,ROOM_23774693,0.108333
ORDER_13147746,ROOM_23775843,0.108333
ORDER_13147746,ROOM_23776749,0.108333
ORDER_13147746,ROOM_23774727,0.108333
ORDER_13147746,ROOM_23776747,0.108333
ORDER_13147746,ROOM_237749311,0.108333
ORDER_13147746,ROOM_237746113,0.108333
ORDER_13147746,ROOM_237746111,0.108333
ORDER_13147746,ROOM_23776347,0.108333
ORDER_13147746,ROOM_23775563,0.108333
ORDER_13147746,ROOM_23774933,0.108333
ORDER_13147746,ROOM_23774389,0.108333
ORDER_13147746,ROOM_237768211,0.108333
ORDER_13147746,ROOM_237743811,0.108333
ORDER_13147746,ROOM_23776923,0.108333
ORDER_13147746,ROOM_237749813,0.108333
ORDER_13147746,ROOM_237767411,0.108333
ORDER_13147746,ROOM_23776775,0.108333
ORDER_13147746,ROOM_23776713,0.108333
ORDER_13147746,ROOM_237753517,0.108333
ORDER_13147746,ROOM_23776455,0.108333
ORDER_13147746,ROOM_23775479,0.108333
ORDER_13147746,ROOM_23774387,0.108333
ORDER_13147746,ROOM_237746117,0.108333
ORDER_13147746,ROOM_23774855,0.108333
ORDER_13147746,ROOM_237755315,0.108333
ORDER_13147746,ROOM_23775545,0.108333
ORDER_13147746,ROOM_237746515,0.108333
ORDER_13147746,ROOM_23776829,0.108333
ORDER_13147746,ROOM_237768811,0.108333
ORDER_13030373,ROOM_21042497,0.108333
ORDER_13030373,ROOM_210424911,0.108333
ORDER_13030373,ROOM_210424115,0.108333
ORDER_13030373,ROOM_21042327,0.108333
ORDER_13030373,ROOM_21042987,0.108333
ORDER_13030373,ROOM_21042943,0.108333
ORDER_13030373,ROOM_21043047,0.108333
ORDER_13030373,ROOM_21043043,0.108333
ORDER_13030373,ROOM_21043035,0.108333
ORDER_13030373,ROOM_21042965,0.108333
ORDER_13030373,ROOM_210429611,0.108333
ORDER_13030373,ROOM_21042833,0.317815
ORDER_13030373,ROOM_210428311,0.139564
ORDER_13030373,ROOM_210427415,0.108333
ORDER_13030373,ROOM_21042723,0.108333
ORDER_13030373,ROOM_210426213,0.108333
ORDER_13030373,ROOM_21042625,0.108333
ORDER_13030373,ROOM_21042609,0.108333
ORDER_13030373,ROOM_21042555,0.108333
ORDER_13030373,ROOM_21042939,0.108333
ORDER_13030373,ROOM_21042925,0.129776
ORDER_13030373,ROOM_21042819,0.139564
ORDER_13030373,ROOM_210426717,0.108333
ORDER_13030373,ROOM_21042757,0.291629
ORDER_13030373,ROOM_210427513,0.150685
ORDER_13030373,ROOM_210424513,0.108333
ORDER_13030373,ROOM_21042453,0.108333
ORDER_13030373,ROOM_21042439,0.108333
ORDER_13030373,ROOM_21042379,0.108333
ORDER_13030373,ROOM_21042315,0.108333
ORDER_13030373,ROOM_210428817,0.111452
ORDER_13030373,ROOM_21042373,0.108333
ORDER_13030373,ROOM_21042667,0.108333
ORDER_13030373,ROOM_210423711,0.108333
ORDER_13030373,ROOM_210426611,0.108333
ORDER_13030373,ROOM_210427915,0.111452
ORDER_13030557,ROOM_1558283,0.108333
ORDER_13030557,ROOM_1558517,0.108333
ORDER_13030557,ROOM_1558593,0.108333
ORDER_13030557,ROOM_15583611,0.108333
ORDER_13030557,ROOM_1558247,0.108333
ORDER_13030557,ROOM_1558147,0.153071
ORDER_13030557,ROOM_1558139,0.111452
ORDER_13030557,ROOM_1558543,0.108333
ORDER_13030557,ROOM_15584911,0.108333
ORDER_13030557,ROOM_1558375,0.108333
ORDER_13030557,ROOM_1558383,0.108333
ORDER_13030557,ROOM_1558173,0.108333
ORDER_13030557,ROOM_15585213,0.108333
ORDER_13030557,ROOM_1558339,0.108333
ORDER_13030557,ROOM_15581511,0.111452
ORDER_13030557,ROOM_1558165,0.108333
ORDER_13030557,ROOM_1558083,0.464911
ORDER_13030557,ROOM_1558075,0.153071
ORDER_13030557,ROOM_1558269,0.108333
ORDER_13030557,ROOM_1558537,0.108333
ORDER_13030557,ROOM_1558433,0.108333
ORDER_13030557,ROOM_1558409,0.108333
ORDER_13030557,ROOM_1558417,0.108333
ORDER_13030557,ROOM_1558445,0.108333
ORDER_13030557,ROOM_1558555,0.108333
ORDER_13030557,ROOM_1558565,0.108333
ORDER_13030557,ROOM_1558347,0.108333
ORDER_13030557,ROOM_1558509,0.108333
ORDER_13030557,ROOM_1558305,0.108333
ORDER_13030557,ROOM_15584211,0.108333
ORDER_13147535,ROOM_19216683,0.159457
ORDER_13147535,ROOM_19216665,0.159457
ORDER_13147535,ROOM_19217003,0.108333
ORDER_13147535,ROOM_19216439,0.108333
ORDER_13147535,ROOM_19217007,0.108333
ORDER_13147535,ROOM_19216905,0.108333
ORDER_13147535,ROOM_19216363,0.108333
ORDER_13147535,ROOM_19216017,0.159457
ORDER_13147535,ROOM_19216909,0.108333
ORDER_13147535,ROOM_19215915,0.129776
ORDER_13147535,ROOM_19216897,0.108333
ORDER_13147535,ROOM_19216995,0.108333
ORDER_13147535,ROOM_192165015,0.13775
ORDER_13147535,ROOM_19216345,0.108333
ORDER_13147535,ROOM_19216943,0.108333
ORDER_13147535,ROOM_192163419,0.108333
ORDER_13147535,ROOM_19216825,0.108333
ORDER_13147535,ROOM_192162915,0.108333
ORDER_13147535,ROOM_192164817,0.13775
ORDER_13147535,ROOM_19216757,0.159457
ORDER_13147535,ROOM_19216857,0.108333
ORDER_13147535,ROOM_192162817,0.108333
ORDER_13147535,ROOM_19215929,0.13775
ORDER_13147535,ROOM_19216427,0.108333
ORDER_13147535,ROOM_19216833,0.108333
ORDER_13147535,ROOM_192165919,0.13775
ORDER_13147535,ROOM_192166111,0.13775
ORDER_13147535,ROOM_192165913,0.13775
ORDER_13147535,ROOM_19215923,0.159457
ORDER_13147535,ROOM_192161511,0.108333
ORDER_13147535,ROOM_19216839,0.108333
ORDER_13147535,ROOM_192161913,0.108333
ORDER_13147535,ROOM_19216769,0.13775
ORDER_13030798,ROOM_60586411,0.150057
ORDER_13030798,ROOM_60584723,0.108333
ORDER_13030798,ROOM_60586413,0.150057
ORDER_13030798,ROOM_60586419,0.150057
ORDER_13030798,ROOM_60586415,0.150057
ORDER_13030798,ROOM_6058643,0.291629
ORDER_13030798,ROOM_6058339,0.108333
ORDER_13030798,ROOM_6058335,0.108333
ORDER_13030798,ROOM_6058757,0.184371
ORDER_13030798,ROOM_6058745,0.16652
ORDER_13030798,ROOM_60583315,0.108333
ORDER_13030798,ROOM_60585715,0.108333
ORDER_13030798,ROOM_6058579,0.108333
ORDER_13030798,ROOM_60586727,0.111452
ORDER_13030798,ROOM_60584919,0.108333
ORDER_13030798,ROOM_60587115,0.120646
ORDER_13030798,ROOM_60586317,0.111452
ORDER_13030798,ROOM_60584017,0.108333
ORDER_13030798,ROOM_6058403,0.108333
ORDER_13030798,ROOM_60584013,0.108333
ORDER_13030798,ROOM_60587111,0.120646
ORDER_13030798,ROOM_60587113,0.120646
ORDER_13030798,ROOM_6058567,0.108333
ORDER_13030798,ROOM_6058585,0.18281
ORDER_13030798,ROOM_60585821,0.111452
ORDER_13030798,ROOM_6058317,0.108333
ORDER_13030798,ROOM_6058345,0.108333
ORDER_13030798,ROOM_6058713,0.443404
ORDER_13030798,ROOM_60584115,0.108333
ORDER_13030798,ROOM_6058253,0.108333
ORDER_13030798,ROOM_6058719,0.120646
ORDER_13030798,ROOM_60582511,0.108333
ORDER_13030798,ROOM_60586623,0.111452
ORDER_13030798,ROOM_60582513,0.108333
ORDER_13030798,ROOM_6058575,0.108333
ORDER_13030798,ROOM_60584111,0.108333
ORDER_13030798,ROOM_6058417,0.108333
ORDER_13030798,ROOM_6058469,0.108333
ORDER_13030798,ROOM_60587025,0.111452
ORDER_13030798,ROOM_60585011,0.108333
ORDER_13030798,ROOM_60585013,0.108333
ORDER_13030798,ROOM_6058503,0.108333
ORDER_13030798,ROOM_60584921,0.108333
ORDER_13030830,ROOM_210975417,0.108333
ORDER_13030830,ROOM_21097327,0.108333
ORDER_13030830,ROOM_210947911,0.108333
ORDER_13030830,ROOM_21094575,0.108333
ORDER_13030830,ROOM_210973911,0.108333
ORDER_13030830,ROOM_21097047,0.22573
ORDER_13030830,ROOM_21094799,0.108333
ORDER_13030830,ROOM_210945711,0.108333
ORDER_13030830,ROOM_210956221,0.111452
ORDER_13030830,ROOM_210975415,0.108333
ORDER_13030830,ROOM_210947913,0.108333
ORDER_13030830,ROOM_21094553,0.108333
ORDER_13030830,ROOM_210973913,0.108333
ORDER_13030830,ROOM_21094807,0.108333
ORDER_13030830,ROOM_21097399,0.108333
ORDER_13030830,ROOM_21097709,0.108333
ORDER_13030830,ROOM_21094795,0.108333
ORDER_13030830,ROOM_210976119,0.108333
ORDER_13030830,ROOM_210956423,0.111452
ORDER_13030830,ROOM_21097375,0.108333
ORDER_13030830,ROOM_21097159,0.111452
ORDER_13030830,ROOM_21094393,0.108333
ORDER_13030830,ROOM_210969813,0.111452
ORDER_13030830,ROOM_210966619,0.111452
ORDER_13030830,ROOM_21096665,0.22573
ORDER_13030830,ROOM_210966017,0.111452
ORDER_13030830,ROOM_21094599,0.108333
ORDER_13030830,ROOM_210965615,0.111452
ORDER_13030830,ROOM_210965623,0.111452
ORDER_13030830,ROOM_21096543,0.186449
ORDER_13030830,ROOM_210963813,0.108333
ORDER_13030830,ROOM_210963811,0.108333
ORDER_13030830,ROOM_21096385,0.108333
ORDER_13030830,ROOM_210944013,0.108333
ORDER_13030830,ROOM_21094409,0.108333
ORDER_13030830,ROOM_210944011,0.108333
ORDER_13030830,ROOM_21094405,0.108333
ORDER_13030830,ROOM_21094417,0.108333
ORDER_13030830,ROOM_21094607,0.108333
ORDER_13030830,ROOM_210946711,0.108333
ORDER_13030830,ROOM_21094673,0.108333
ORDER_13030830,ROOM_21094697,0.108333
ORDER_13030830,ROOM_210947113,0.108333
ORDER_13030830,ROOM_21094719,0.108333
ORDER_13030830,ROOM_21094963,0.108333
ORDER_13030830,ROOM_21094685,0.108333
ORDER_13030830,ROOM_21095133,0.108333
ORDER_13030830,ROOM_210955417,0.111452
ORDER_13030830,ROOM_21095653,0.165933
ORDER_13030830,ROOM_21096273,0.108333
ORDER_13030830,ROOM_21095859,0.111452
ORDER_13030830,ROOM_210963215,0.108333
ORDER_13030830,ROOM_21096339,0.108333
ORDER_13030830,ROOM_21096417,0.108333
ORDER_13030830,ROOM_210967011,0.111452
ORDER_13030830,ROOM_210972721,0.111452
ORDER_13030830,ROOM_21097333,0.108333
ORDER_13030830,ROOM_210975821,0.108333
ORDER_13030830,ROOM_210975911,0.108333
ORDER_13030830,ROOM_21097597,0.108333
ORDER_13030830,ROOM_210975913,0.108333
ORDER_13030830,ROOM_21097665,0.108333
ORDER_13030830,ROOM_21097673,0.108333
ORDER_13030830,ROOM_210959415,0.111452
ORDER_13030830,ROOM_210959411,0.111452
ORDER_13030830,ROOM_210959413,0.111452
ORDER_13030830,ROOM_21095945,0.201964
ORDER_13030830,ROOM_210956319,0.111452
ORDER_13030830,ROOM_21095597,0.201964
ORDER_13030830,ROOM_21095077,0.565157
ORDER_13030830,ROOM_21095075,0.108333
ORDER_13030830,ROOM_21095079,0.108333
ORDER_13031031,ROOM_241427913,0.116554
ORDER_13031031,ROOM_24143039,0.108333
ORDER_13031031,ROOM_24143085,0.108333
ORDER_13031031,ROOM_24143113,0.108333
ORDER_13031031,ROOM_24143025,0.184371
ORDER_13031031,ROOM_24142807,0.134507
ORDER_13031031,ROOM_241428715,0.116554
ORDER_13031031,ROOM_241429211,0.116554
ORDER_13031031,ROOM_241430711,0.108333
ORDER_13031031,ROOM_24143187,0.108333
ORDER_13031031,ROOM_24142913,0.473689
ORDER_13031031,ROOM_24142889,0.116554
ORDER_13147142,ROOM_47773517,0.108333
ORDER_13147142,ROOM_47772415,0.139564
ORDER_13147142,ROOM_47772219,0.108333
ORDER_13147142,ROOM_47772021,0.108333
ORDER_13147142,ROOM_47773519,0.108333
ORDER_13147142,ROOM_47772719,0.139564
ORDER_13147142,ROOM_47771723,0.108333
ORDER_13147142,ROOM_47773113,0.108333
ORDER_13147142,ROOM_47773315,0.108333
ORDER_13147142,ROOM_47772213,0.108333
ORDER_13147142,ROOM_47777919,0.108333
ORDER_13147142,ROOM_47777517,0.108333
ORDER_13147142,ROOM_47776717,0.139564
ORDER_13147142,ROOM_47776513,0.139564
ORDER_13147142,ROOM_4777655,0.16652
ORDER_13147142,ROOM_47775513,0.108333
ORDER_13147142,ROOM_47774417,0.108333
ORDER_13147142,ROOM_47774413,0.108333
ORDER_13147142,ROOM_47772721,0.111452
ORDER_13147142,ROOM_47774411,0.108333
ORDER_13147142,ROOM_47772015,0.108333
ORDER_13147142,ROOM_47772011,0.108333
ORDER_13147142,ROOM_47772713,0.139564
ORDER_13147142,ROOM_47773511,0.108333
ORDER_13147142,ROOM_47774121,0.108333
ORDER_13147142,ROOM_47775621,0.108333
ORDER_13147142,ROOM_47775119,0.108333
ORDER_13147142,ROOM_47777015,0.139564
ORDER_13147142,ROOM_47775115,0.108333
ORDER_13147142,ROOM_47777321,0.108333
ORDER_13147142,ROOM_47774711,0.108333
ORDER_13147142,ROOM_47777019,0.139564
ORDER_13147142,ROOM_47775717,0.108333
ORDER_13147142,ROOM_4777805,0.108333
ORDER_13147142,ROOM_4777775,0.108333
ORDER_13147142,ROOM_47777715,0.108333
ORDER_13147142,ROOM_47777413,0.108333
ORDER_13147142,ROOM_4777723,0.108333
ORDER_13147142,ROOM_47777211,0.108333
ORDER_13147142,ROOM_47776611,0.139564
ORDER_13147142,ROOM_4777643,0.16652
ORDER_13147142,ROOM_4777623,0.174422
ORDER_13147142,ROOM_47775915,0.108333
ORDER_13147142,ROOM_47775919,0.108333
ORDER_13147142,ROOM_47775423,0.108333
ORDER_13147142,ROOM_4777539,0.108333
ORDER_13147142,ROOM_4777493,0.108333
ORDER_13147142,ROOM_47774817,0.108333
ORDER_13147142,ROOM_4777465,0.108333
ORDER_13147142,ROOM_47774613,0.108333
ORDER_13147142,ROOM_4777405,0.108333
ORDER_13147142,ROOM_4777393,0.108333
ORDER_13147142,ROOM_4777373,0.108333
ORDER_13147142,ROOM_4777293,0.367649
ORDER_13147142,ROOM_4777329,0.108333
ORDER_13147142,ROOM_4777309,0.139564
ORDER_13147142,ROOM_47772523,0.111452
ORDER_13147142,ROOM_47771617,0.108333
ORDER_13147142,ROOM_4777165,0.108333
ORDER_13147142,ROOM_4777813,0.108333
ORDER_13147142,ROOM_47774219,0.108333
ORDER_13147142,ROOM_47774215,0.108333
ORDER_13147142,ROOM_4777153,0.108333
ORDER_13147142,ROOM_47772317,0.139564
ORDER_13147142,ROOM_47776125,0.108333
ORDER_13147142,ROOM_47772911,0.139564
ORDER_13147142,ROOM_47776211,0.117305
ORDER_13147140,ROOM_10596475,0.119316
ORDER_13147140,ROOM_10596479,0.111452
ORDER_13147140,ROOM_10596477,0.119316
ORDER_13147140,ROOM_10596447,0.108333
ORDER_13147140,ROOM_10596383,0.108333
ORDER_13147140,ROOM_10596363,0.108333
